Id,Label,timeset,username,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,clustering,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
359,,,emilyistootired,1,1,2,1,1,2,0,0.006687,0,0,0,0
360,,,Rickersam3,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
361,,,pioneerwizard,0,1,1,0,1,1,0,0,1,1,1,0
362,,,rosegoldkpopluv,0,1,1,0,1,1,0,0,1,1,1,0
363,,,Laurasenio,5,1,6,6,1,7,0.2,0.043918,0,0,0,0
364,,,tisiphoness,0,2,2,0,2,2,0,0,4,0.372093,0.432292,0
365,,,Megs_Woodard,0,5,5,0,5,5,0,0,2,0.857143,0.916667,0
366,,,1gTPBRpxxCSqhAR,0,2,2,0,2,2,0,0,1,1,1,0
367,,,moonlightstrife,1,1,2,2,2,4,0,0.006687,0,0,0,0
368,,,FanpagesFB,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
369,,,xovalentina_,0,1,1,0,1,1,0,0,1,1,1,0
370,,,_peaceminus,0,2,2,0,2,2,0,0,1,1,1,0
371,,,XinyaoW_ut,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
372,,,annoyingisanart,0,6,6,0,6,6,0,0,1,1,1,0
373,,,ManagementStoic,1,1,2,1,1,2,0,0.006687,0,0,0,0
374,,,Wolfgangcapital,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
375,,,Eevake,0,1,1,0,1,1,0,0,1,1,1,0
376,,,ReciteSocial,15,1,16,36,22,58,0.066667,0.16501,0,0,0,0
377,,,magcfrost,0,2,2,0,2,2,0,0,1,1,1,0
378,,,elfchrys,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
379,,,xiaenana,0,1,1,0,1,1,0,0,1,1,1,0
380,,,schmermund_mary,0,2,2,0,2,2,0,0,1,1,1,0
381,,,umncla,5,1,6,5,1,6,0.2,0.084409,0,0,0,0
382,,,masahi004,12,3,15,12,3,15,0.071429,0.120266,2,0.75,0.833333,141
383,,,Btsarmybakka,0,2,2,0,2,2,0,0,1,1,1,0
384,,,6hBuV3hql19kymu,0,17,17,0,19,19,0.003676,0,3,0.550847,0.617949,0
385,,,adrian74814533,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
386,,,Net2Ayurveda,0,1,1,0,1,1,0,0,1,1,1,0
387,,,doppioconpanic,0,1,1,0,1,1,0,0,1,1,1,0
388,,,MarieJo45528473,0,3,3,0,3,3,0,0,1,1,1,0
389,,,NathanChinese,4,1,5,4,1,5,0.25,0.082656,0,0,0,0
390,,,Sly_Prefect,0,1,1,0,1,1,0,0,1,1,1,0
391,,,MarupokPagEXO,0,1,1,0,1,1,0,0,1,1,1,0
392,,,Ranagocmen,0,2,2,0,2,2,0,0,1,1,1,0
393,,,phoebz17,0,1,1,0,1,1,0,0,1,1,1,0
394,,,wnszone,0,1,1,0,1,1,0,0,1,1,1,0
395,,,Herda36832930,0,5,5,0,6,6,0,0,1,1,1,0
396,,,zenggen61316621,0,4,4,0,4,4,0,0,2,0.833333,0.9,0
397,,,Jacqueline4Fun,5,1,6,8,4,12,0.2,0.063196,0,0,0,0
398,,,hi5connectgh,16,1,17,21,6,27,0.0625,0.117477,0,0,0,0
399,,,aliseyooo,0,4,4,0,4,4,0,0,1,1,1,0
400,,,mon_arce,0,1,1,0,1,1,0,0,1,1,1,0
401,,,Moewopp,1,1,2,1,1,2,0,0.006687,0,0,0,0
402,,,fmkgs,2,1,3,2,1,3,0.5,0.069282,0,0,0,0
403,,,tcomer4418,1,1,2,1,1,2,0,0.006687,0,0,0,0
404,,,YukiSNYC,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
405,,,c133c_,0,1,1,0,1,1,0,0,1,1,1,0
406,,,Richard80982333,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
407,,,Dalhacatt,0,2,2,0,2,2,0,0,1,1,1,0
408,,,deduped_nytimes,0,2,2,0,2,2,0,0,3,0.510638,0.534722,0
409,,,nytimes,3,2,5,3,2,5,0.25,0.020061,3,0.5,0.514493,46
410,,,4thGenItBellboy,0,1,1,0,1,1,0,0,4,0.342857,0.364583,0
411,,,luverbin,0,1,1,0,1,1,0,0,4,0.342857,0.364583,0
412,,,HaroldWiggins,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
413,,,kj_smith,0,1,1,0,1,1,0,0,1,1,1,0
414,,,nerdette,0,1,1,0,1,1,0,0,1,1,1,0
415,,,ThisIs_JML,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
416,,,LetaHong,0,1,1,0,1,1,0,0,1,1,1,0
417,,,JaysonH50782227,0,2,2,0,2,2,0,0,1,1,1,0
418,,,NazBeheshti,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
419,,,politicogirl770,0,1,1,0,1,1,0,0,1,1,1,0
420,,,spdrvrs2099,0,1,1,0,1,1,0,0,1,1,1,0
421,,,2kENA_,0,1,1,0,1,1,0,0,1,1,1,0
422,,,beibeiyuans,0,1,1,0,1,1,0,0,1,1,1,0
423,,,Dalbich_x,0,3,3,0,3,3,0,0,1,1,1,0
424,,,zoie_bun,1,1,2,1,1,2,0,0.006687,0,0,0,0
425,,,nazgggggghhhh,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
426,,,FreeVipQuote,1,1,2,1,1,2,0,0.006687,0,0,0,0
427,,,SimplyLex494,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
428,,,RonSupportsYou,0,1,1,0,1,1,0,0,1,1,1,0
429,,,AssPiuE,1,1,2,1,1,2,0,0.006687,0,0,0,0
430,,,MariManoogian,0,3,3,0,3,3,0,0,1,1,1,0
431,,,JohnAlanWest65,0,1,1,0,1,1,0,0,1,1,1,0
432,,,notdastfila,3,1,4,4,2,6,0.333333,0.020061,0,0,0,0
433,,,fs_chitchat,0,1,1,0,1,1,0,0,1,1,1,0
434,,,suilee,0,1,1,0,1,1,0,0,1,1,1,0
435,,,FortressFinGp,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
436,,,_itssnicole,0,1,1,0,1,1,0,0,1,1,1,0
437,,,shomaswitch,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
438,,,DedPetal,0,6,6,0,6,6,0,0,1,1,1,0
439,,,ChinaInsiders,0,1,1,0,1,1,0,0,1,1,1,0
440,,,kittyyunn,0,1,1,0,1,1,0,0,1,1,1,0
441,,,worldcupsage,4,1,5,4,1,5,0.25,0.033737,0,0,0,0
442,,,swiftfeatherz,0,1,1,0,1,1,0,0,1,1,1,0
443,,,AmaeHonne,0,1,1,0,1,1,0,0,1,1,1,0
444,,,gisdonewirh2020,2,2,4,2,2,4,0.333333,0.013374,1,1,1,1
445,,,thedbk,2,1,3,4,3,7,0.5,0.013374,0,0,0,0
446,,,honeybeelisaa,0,4,4,0,4,4,0,0,1,1,1,0
447,,,j0ctb,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
448,,,SonalMhrzn,0,1,1,0,1,1,0,0,1,1,1,0
449,,,won0066,0,3,3,0,3,3,0,0,1,1,1,0
450,,,AyakoOikawa,0,1,1,0,1,1,0,0,1,1,1,0
451,,,hammett_nikki96,34,1,35,47,13,60,0.029412,0.232817,0,0,0,0
452,,,PCDKG,0,1,1,0,1,1,0,0,1,1,1,0
453,,,gibbo_bibbo,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
454,,,Franz96933748,0,1,1,0,1,1,0,0,1,1,1,0
455,,,tmnexclusive,0,2,2,0,2,2,0,0,1,1,1,0
456,,,bitch_picky,1,1,2,1,1,2,0,0.006687,0,0,0,0
457,,,kenz_robertson,1,3,4,1,3,4,0.333333,0.006687,1,1,1,0
458,,,Boi2Hil,20,1,21,27,7,34,0.05,0.140731,0,0,0,0
459,,,tikiya_harsh,0,2,2,0,2,2,0,0,1,1,1,0
460,,,DebBissen,0,1,1,0,1,1,0,0,1,1,1,0
461,,,aslihanyu,0,3,3,0,3,3,0,0,1,1,1,0
462,,,jonghyunstory,1,2,3,1,2,3,0.5,0.006687,1,1,1,0
463,,,xxyxyx04,0,2,2,0,2,2,0,0,1,1,1,0
464,,,jmhamiltonblog,0,1,1,0,1,1,0,0,1,1,1,0
465,,,teerapathy,0,1,1,0,1,1,0,0,1,1,1,0
466,,,M00NFANTASY,0,1,1,0,1,1,0,0,1,1,1,0
467,,,Lindakwert,0,2,2,0,2,2,0,0,1,1,1,0
468,,,MikeParentLEAP,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
469,,,YU61268550,0,1,1,0,1,1,0,0,1,1,1,0
470,,,WZH100,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
471,,,HazeL_Icy__,0,41,41,0,46,46,0,0,2,0.918367,0.955556,0
472,,,YuzuRedCheeks,1,5,6,1,5,6,0.2,0.006687,2,0.833333,0.9,0
473,,,hrtluvs,0,3,3,0,3,3,0,0,1,1,1,0
474,,,fluffyuzuru,0,1,1,0,1,1,0,0,1,1,1,0
475,,,wangxiangayaf,1,7,8,1,7,8,0.142857,0.006687,1,1,1,0
476,,,ShirleyKelly16,0,3,3,0,3,3,0,0,1,1,1,0
477,,,lunartearfleur,0,2,2,0,2,2,0,0,1,1,1,0
478,,,MovieFan513,0,3,3,0,3,3,0,0,1,1,1,0
479,,,skatingtalk,0,1,1,0,1,1,0,0,1,1,1,0
480,,,yoonmin_core,0,2,2,0,2,2,0,0,1,1,1,0
481,,,john_chu,0,6,6,0,6,6,0,0,2,0.875,0.928571,0
482,,,cheungchaukk,0,1,1,0,1,1,0,0,1,1,1,0
483,,,KFardoost,8,1,9,12,5,17,0.125,0.053497,0,0,0,0
484,,,d_bambina,0,2,2,0,2,2,0,0,1,1,1,0
485,,,yeontanfanpage,5,1,6,5,1,6,0.2,0.047413,0,0,0,0
486,,,idkfstan,1,2,3,1,2,3,0.5,0.006687,1,1,1,0
487,,,LestatsSanguis,3,2,5,3,2,5,0.25,0.020061,1,1,1,2
488,,,kostohanyu,0,1,1,0,1,1,0,0,1,1,1,0
489,,,Yuzurihamagic,0,11,11,0,12,12,0,0,1,1,1,0
490,,,es_sportsnews,6,1,7,11,6,17,0.166667,0.040123,0,0,0,0
491,,,NotACat___,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
492,,,shcherbalympics,1,1,2,1,1,2,0,0.006687,0,0,0,0
493,,,brighfy,1,1,2,1,1,2,0,0.006687,0,0,0,0
494,,,username1boom,13,1,14,33,21,54,0.076923,0.090427,0,0,0,0
495,,,henlobea,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
496,,,yexelvinz_,0,2,2,0,2,2,0,0,1,1,1,0
497,,,hiyyihpat,137,1,138,234,90,324,0.007353,1,0,0,0,0
498,,,yunagoat,0,1,1,0,1,1,0,0,1,1,1,0
499,,,btsot7jikook,2,1,3,2,1,3,0.5,0.020363,0,0,0,0
500,,,_TitanJ_,0,2,2,0,2,2,0,0,3,0.545455,0.638889,0
501,,,giftednobu,0,2,2,0,2,2,0,0,1,1,1,0
502,,,Zoe_Emiko,5,1,6,5,1,6,0.2,0.041617,0,0,0,0
503,,,ed_odeven,3,1,4,6,1,7,0,0.01188,1,1,1,3
504,,,yagihexe,0,1,1,0,1,1,0,0,1,1,1,0
505,,,JamesSemaj1220,0,3,3,0,3,3,0,0,1,1,1,0
506,,,nao_ha_otaku,0,3,3,0,3,3,0,0,2,0.8,0.875,0
507,,,medicinehelp,13,1,14,19,7,26,0.076923,0.095114,0,0,0,0
508,,,olyphil,5,4,9,10,8,18,0.125,0.040424,2,0.8,0.875,20
509,,,CIxxx15,0,2,2,0,2,2,0,0,3,0.545455,0.638889,0
510,,,LatestN72062740,22,1,23,26,4,30,0.045455,0.217824,0,0,0,0
511,,,dipriyanka,0,1,1,0,1,1,0,0,1,1,1,0
512,,,MessiahshipJJ,0,1,1,0,1,1,0,0,1,1,1,0
513,,,minheesfreckles,0,1,1,0,1,1,0,0,1,1,1,0
514,,,gigglesam2,0,3,3,0,3,3,0,0,1,1,1,0
515,,,pagesofbellrose,8,2,10,9,3,12,0.111111,0.159347,1,1,1,38
516,,,soobini_is,0,2,2,0,2,2,0,0,1,1,1,0
517,,,tunatsum,0,1,1,0,1,1,0,0,1,1,1,0
518,,,HealySm0ke,0,1,1,0,1,1,0,0,1,1,1,0
519,,,Riuka19,0,1,1,0,1,1,0,0,1,1,1,0
520,,,madeonsivan,0,1,1,0,1,1,0,0,1,1,1,0
521,,,9Zz6uio3W4Xxzry,0,2,2,0,2,2,0,0,1,1,1,0
522,,,rickey3danjuuro,0,1,1,0,1,1,0,0,1,1,1,0
523,,,mel_FnYu,0,1,1,0,1,1,0,0,1,1,1,0
524,,,levisothereye,0,2,2,0,2,2,0,0,2,0.666667,0.75,0
525,,,yazi2k,0,3,3,0,3,3,0,0,1,1,1,0
526,,,BornaPrincess2,0,11,11,0,14,14,0.009091,0,3,0.544304,0.612403,0
527,,,LisaTalmadge,0,2,2,0,2,2,0,0,1,1,1,0
528,,,LizNYC66,0,2,2,0,2,2,0,0,1,1,1,0
529,,,jadesaycould,0,1,1,0,1,1,0,0,1,1,1,0
530,,,nixzuru,0,2,2,0,2,2,0,0,1,1,1,0
531,,,sobehotel,1,1,2,1,1,2,0,0.006687,0,0,0,0
532,,,levi4president,1,1,2,1,1,2,0,0.006687,0,0,0,0
533,,,JoannaCheungC,45,1,46,51,6,57,0.022222,0.30791,0,0,0,0
534,,,haruno25ki,0,6,6,0,6,6,0,0,2,0.875,0.928571,0
535,,,percyj210,0,1,1,0,1,1,0,0,1,1,1,0
536,,,nomunomujoon,0,2,2,0,2,2,0,0,1,1,1,0
537,,,ljohn44,0,1,1,0,1,1,0,0,1,1,1,0
538,,,sportaruce,18,1,19,21,3,24,0.055556,0.130851,0,0,0,0
539,,,joonpavedtheway,0,1,1,0,1,1,0,0,1,1,1,0
540,,,hi_ta1017,1,15,16,1,16,17,0.066667,0.006687,1,1,1,0
541,,,chelseaaposaga,2,2,4,2,2,4,0.333333,0.013374,1,1,1,1
542,,,uchihakwon,0,3,3,0,4,4,0,0,1,1,1,0
543,,,exwifenews,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
544,,,Iunapia,0,1,1,0,1,1,0,0,1,1,1,0
545,,,Pau51766200,0,1,1,0,1,1,0,0,1,1,1,0
546,,,softchoiwol,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
547,,,doissegund2Fev,0,1,1,0,1,1,0,0,1,1,1,0
548,,,kam3266,0,1,1,0,1,1,0,0,1,1,1,0
549,,,Madame9Roux,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
550,,,shinwoness,0,3,3,0,3,3,0,0,1,1,1,0
551,,,fujoshi232,0,3,3,0,3,3,0,0,1,1,1,0
552,,,MargaretKLewis,0,1,1,0,1,1,0,0,1,1,1,0
553,,,margoroths,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
554,,,KENTAMINATION,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
555,,,tendercuriosty,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
556,,,Sabari15061985,0,13,13,0,13,13,0,0,3,0.7,0.801587,0
557,,,bwlmp3,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
558,,,AlexTwaddell,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
559,,,MenaBurke,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
560,,,opuseight,2,7,9,2,7,9,0.125,0.013374,2,0.875,0.928571,7
561,,,DefenseBaron,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
562,,,HestiaJie,0,2,2,0,2,2,0,0,2,0.75,0.833333,0
563,,,bts_army_134340,6,8,14,6,8,14,0.076923,0.040123,2,0.888889,0.9375,40
564,,,academie_educ,9,1,10,15,6,21,0.111111,0.070667,0,0,0,0
565,,,gaonjsus,0,1,1,0,1,1,0,0,1,1,1,0
566,,,spearmexiao,5,1,6,6,2,8,0.2,0.033436,0,0,0,0
567,,,gerryshih,0,1,1,0,1,1,0,0,1,1,1,0
568,,,gillianwong,0,1,1,0,1,1,0,0,1,1,1,0
569,,,adbordreams,0,2,2,0,2,2,0,0,1,1,1,0
570,,,myoongleverse,8,1,9,8,1,9,0.125,0.061679,0,0,0,0
571,,,gaferronato,0,1,1,0,1,1,0,0,1,1,1,0
572,,,joonie_lay,0,3,3,0,3,3,0,0,1,1,1,0
573,,,Sakusaku46wDiem,0,16,16,0,17,17,0,0,3,0.694444,0.806667,0
574,,,vwang3,0,1,1,0,1,1,0,0,1,1,1,0
575,,,1011tsantsan,3,1,4,3,1,4,0,0.01188,1,1,1,3
576,,,_yu_k_k_o,0,7,7,0,7,7,0,0,2,0.888889,0.9375,0
577,,,Lily_BTS_OT7,0,4,4,0,4,4,0,0,2,0.833333,0.9,0
578,,,ms2th,7,1,8,7,1,8,0.142857,0.04681,0,0,0,0
579,,,SugasLeftCheeks,0,2,2,0,2,2,0,0,1,1,1,0
580,,,YoundyC,0,1,1,0,1,1,0,0,1,1,1,0
581,,,Yongcahontas,0,4,4,0,4,4,0,0,1,1,1,0
582,,,van87dan,0,1,1,0,1,1,0,0,1,1,1,0
583,,,bapbIog,0,1,1,0,1,1,0,0,1,1,1,0
584,,,Shomas3A1Lo3F,0,3,3,0,3,3,0,0,2,0.714286,0.8,0
585,,,jo_jlsr3353,3,1,4,4,1,5,0.333333,0.020061,0,0,0,0
586,,,M8IjaLre30syQFI,0,16,16,0,17,17,0,0,2,0.863636,0.921053,0
587,,,dadadahsn,0,2,2,0,3,3,0,0,1,1,1,0
588,,,KLBSt8ofSk8,0,3,3,0,3,3,0,0,5,0.422222,0.510526,0
589,,,tearsmadrigale,0,2,2,0,2,2,0,0,5,0.409091,0.483333,0
590,,,sacookyyy,0,40,40,0,44,44,0.000641,0,2,0.9,0.944444,0
591,,,newyorkglobe,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
592,,,Kittybox1,0,2,2,0,2,2,0,0,1,1,1,0
593,,,ewong,0,1,1,0,1,1,0,0,1,1,1,0
594,,,mojito_lover_,0,21,21,0,21,21,0,0,3,0.570093,0.655738,0
595,,,rin_kmh,6,7,13,6,7,13,0.083333,0.040123,1,1,1,30
596,,,mucc_sayu_mct,0,1,1,0,1,1,0,0,1,1,1,0
597,,,EINHumanRights,13,1,14,13,1,14,0.076923,0.135852,0,0,0,0
598,,,kwanette,0,2,2,0,2,2,0,0,1,1,1,0
599,,,sangkancilguru,0,2,2,0,2,2,0,0,1,1,1,0
600,,,uzutoracat,0,11,11,0,13,13,0,0,2,0.789474,0.866667,0
601,,,stananaaa,0,4,4,0,4,4,0,0,1,1,1,0
602,,,hanabe455,0,12,12,0,12,12,0,0,5,0.485981,0.574359,0
603,,,remirol1956,0,3,3,0,3,3,0,0,1,1,1,0
604,,,uminekomotti,9,13,22,9,13,22,0.047619,0.060184,2,0.772727,0.852941,136
605,,,PaciFisTMO,0,1,1,0,1,1,0,0,2,0.545455,0.583333,0
606,,,Yi34,0,1,1,0,1,1,0,0,2,0.545455,0.583333,0
607,,,LiYuan6,0,1,1,0,1,1,0,0,3,0.5,0.514493,0
608,,,SoQoooo__t,0,1,1,0,1,1,0,0,3,0.5,0.514493,0
609,,,goatyuzu1207,0,2,2,0,2,2,0,0,3,0.510638,0.534722,0
610,,,freakeyfive,0,1,1,0,2,2,0,0,1,1,1,0
611,,,yukartiste,0,1,1,0,1,1,0,0,1,1,1,0
612,,,lim_n3c,0,4,4,0,4,4,0,0,1,1,1,0
613,,,petehw11,0,1,1,0,1,1,0,0,1,1,1,0
614,,,arliznajia,0,1,1,0,1,1,0,0,1,1,1,0
615,,,remflor008,0,1,1,0,1,1,0,0,1,1,1,0
616,,,H_X_S,0,1,1,0,1,1,0,0,1,1,1,0
617,,,motosukeota,0,2,2,0,2,2,0,0,1,1,1,0
618,,,CXC_RyukoM,0,1,1,0,1,1,0,0,1,1,1,0
619,,,Radlein,0,1,1,0,1,1,0,0,1,1,1,0
620,,,makikoshiro,0,1,1,0,1,1,0,0,1,1,1,0
621,,,gaozhi82,0,1,1,0,1,1,0,0,1,1,1,0
622,,,VincentZhouJPFC,0,1,1,0,1,1,0,0,1,1,1,0
623,,,x1aoIvr,0,1,1,0,1,1,0,0,1,1,1,0
624,,,augus_au,1,1,2,1,1,2,0,0.006687,0,0,0,0
625,,,PekingMike,0,1,1,0,1,1,0,0,1,1,1,0
626,,,RoadTrip_Ciel,0,2,2,0,2,2,0,0,1,1,1,0
627,,,luise_dUbo,0,1,1,0,1,1,0,0,1,1,1,0
628,,,kagechama_,0,1,1,0,1,1,0,0,6,0.333333,0.370299,0
629,,,RealitySelect0r,1,1,2,1,1,2,0,0.006687,0,0,0,0
630,,,tellmetimes,1,1,2,1,1,2,0,0.006687,0,0,0,0
631,,,sameepshastri,8,1,9,9,1,10,0.125,0.053497,0,0,0,0
632,,,skyuzuru,0,2,2,0,2,2,0,0,1,1,1,0
633,,,panphil,0,1,1,0,1,1,0,0,1,1,1,0
634,,,asakareiko1,0,1,1,0,1,1,0,0,1,1,1,0
635,,,mangosorbet0,0,2,2,0,3,3,0,0,1,1,1,0
636,,,Rambo59211915,0,1,1,0,1,1,0,0,1,1,1,0
637,,,dynasty,8,1,9,8,1,9,0.125,0.06398,0,0,0,0
638,,,GUIIZHNG,0,1,1,0,1,1,0,0,1,1,1,0
639,,,hanyu_3,0,1,1,0,1,1,0,0,1,1,1,0
640,,,maravding,0,1,1,0,1,1,0,0,1,1,1,0
641,,,melaniebg720,0,4,4,0,4,4,0,0,1,1,1,0
642,,,cloistweeting,0,3,3,0,3,3,0,0,3,0.545455,0.694444,0
643,,,anand_market,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
644,,,crivons_,0,1,1,0,1,1,0,0,1,1,1,0
645,,,keypoint89,0,1,1,0,1,1,0,0,1,1,1,0
646,,,yolandaar_,0,3,3,0,3,3,0,0,1,1,1,0
647,,,cousimgreg,1,2,3,1,2,3,0.5,0.006687,1,1,1,0
648,,,floyd25377728,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
649,,,timzeng16,0,1,1,0,1,1,0,0,1,1,1,0
650,,,putafisch,11,1,12,14,3,17,0.090909,0.080547,0,0,0,0
651,,,EmeSan_,0,1,1,0,1,1,0,0,1,1,1,0
652,,,amy_changchien,0,1,1,0,1,1,0,0,1,1,1,0
653,,,MarkLeeArse,1,1,2,1,1,2,0,0.006687,0,0,0,0
654,,,nejinuco,2,1,3,2,1,3,0.5,0.041567,0,0,0,0
655,,,saurlgbt,6,3,9,7,4,11,0.125,0.068077,1,1,1,22
656,,,bitchykimchi_,1,1,2,1,1,2,0,0.006687,0,0,0,0
657,,,21bestnumevar,0,4,4,0,4,4,0,0,1,1,1,0
658,,,e_newsUS,5,1,6,5,1,6,0.2,0.054401,0,0,0,0
659,,,rinko12130908,0,1,1,0,1,1,0,0,1,1,1,0
660,,,therosytent,0,1,1,0,1,1,0,0,1,1,1,0
661,,,zhihuachen,6,3,9,7,4,11,0.125,0.040123,1,1,1,10
662,,,Cult_Crunch,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
663,,,HoldMyBooks,0,1,1,0,1,1,0,0,1,1,1,0
664,,,kaworry,0,4,4,0,4,4,0,0,1,1,1,0
665,,,amyyqin,1,2,3,1,2,3,0.5,0.006687,1,1,1,0
666,,,purelyfast,1,1,2,1,1,2,0,0.006687,0,0,0,0
667,,,Muhabarishaji,4,1,5,5,2,7,0.25,0.026749,0,0,0,0
668,,,gany_iu,22,1,23,25,4,29,0.045455,0.147117,0,0,0,0
669,,,auto_news_feed,1,1,2,1,1,2,0,0.006687,0,0,0,0
670,,,gentecosmotv,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
671,,,max4995,0,8,8,0,8,8,0,0,2,0.785714,0.863636,0
672,,,dev_guy,3,1,4,3,1,4,0.333333,0.030936,0,0,0,0
673,,,kote1102,0,1,1,0,1,1,0,0,1,1,1,0
674,,,lucidagrandis,13,1,14,16,4,20,0.076923,0.086933,0,0,0,0
675,,,mayu8884,0,3,3,0,3,3,0,0,1,1,1,0
676,,,akaknkonko,0,4,4,0,4,4,0,0,1,1,1,0
677,,,806coco,0,1,1,0,1,1,0,0,1,1,1,0
678,,,daisuki15403271,0,1,1,0,1,1,0,0,1,1,1,0
679,,,mmni3014,0,5,5,0,5,5,0,0,2,0.857143,0.916667,0
680,,,mayuta_mayuta,0,3,3,0,3,3,0,0,1,1,1,0
681,,,ryoga4min,0,21,21,0,21,21,0,0,2,0.956522,0.977273,0
682,,,metier_mn,0,2,2,0,2,2,0,0,1,1,1,0
683,,,windicalclub,0,1,1,0,1,1,0,0,1,1,1,0
684,,,ISU_Speed,1,1,2,1,1,2,0,0.006687,0,0,0,0
685,,,ISU_Figure,7,1,8,8,2,10,0.142857,0.04681,0,0,0,0
686,,,longtailedmonk,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
687,,,GusoCB,0,1,1,0,1,1,0,0,1,1,1,0
688,,,NakkoSawa,0,1,1,0,1,1,0,0,1,1,1,0
689,,,TGIF1994,0,4,4,0,4,4,0,0,1,1,1,0
690,,,CitrusLemonBer1,0,1,1,0,1,1,0,0,1,1,1,0
691,,,cassis0401vocal,0,2,2,0,2,2,0,0,1,1,1,0
692,,,sumire_yoi,0,2,2,0,2,2,0,0,2,0.75,0.833333,0
693,,,grinned_n,0,6,6,0,6,6,0,0,2,0.875,0.928571,0
694,,,PapiandPooh422,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
695,,,rapportheworld,3,6,9,4,7,11,0.125,0.020061,2,0.857143,0.916667,12
696,,,LynnRutherford,1,3,4,1,3,4,0.333333,0.006687,2,0.75,0.833333,0
697,,,Hooniegrin1,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
698,,,migemu,0,5,5,0,5,5,0,0,2,0.727273,0.8125,0
699,,,LindaDeutsch,6,1,7,6,1,7,0.166667,0.0541,0,0,0,0
700,,,reihok,0,2,2,0,2,2,0,0,1,1,1,0
701,,,Maya20389439,0,5,5,0,5,5,0,0,1,1,1,0
702,,,pinkdevilsi,0,5,5,0,5,5,0,0,1,1,1,0
703,,,Elena47563619,0,1,1,0,1,1,0,0,1,1,1,0
704,,,beemupp,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
705,,,FansSkating,0,2,2,0,2,2,0,0,1,1,1,0
706,,,ichigorennyuu7,0,5,5,0,5,5,0,0,1,1,1,0
707,,,Wavywatts,2,1,3,2,1,3,0.5,0.020363,0,0,0,0
708,,,KimDeokSo,2,3,5,2,3,5,0.25,0.013374,1,1,1,2
709,,,LYN44440779,0,1,1,0,1,1,0,0,1,1,1,0
710,,,rtoneeee,0,6,6,0,6,6,0,0,1,1,1,0
711,,,Rilakkuma820,0,1,1,0,1,1,0,0,1,1,1,0
712,,,Luisa21701735,0,1,1,0,1,1,0,0,1,1,1,0
713,,,yrn_tknk,0,1,1,0,1,1,0,0,1,1,1,0
714,,,suryasridhar_,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
715,,,sanika1020__,5,1,6,5,1,6,0.2,0.118079,0,0,0,0
716,,,melody_skating,30,11,41,30,11,41,0.00061,0.128414,2,0.823529,0.892857,456.5
717,,,minka1202,0,7,7,0,7,7,0,0,2,0.818182,0.888889,0
718,,,lesprit_mao_26,0,2,2,0,2,2,0,0,1,1,1,0
719,,,WealthFort,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
720,,,NickMcCarvel,12,2,14,14,4,18,0.076923,0.08374,2,0.6,0.666667,33
721,,,AllawatiNoor,0,1,1,0,1,1,0,0,3,0.444444,0.541667,0
722,,,xihimhis,0,1,1,0,1,1,0,0,3,0.444444,0.541667,0
